model,test_loss,val_loss,test_dice,val_dice,test_jaccard,val_jaccard,test_bacc,val_bacc,test_auc,val_auc,epoch
unet_depth5_s7_resnet34_d5_b32_lr1,0.3875686228275299,0.37872016429901123,0.8832897543907166,0.8876257538795471,0.7909748554229736,0.7979559898376465,0.9015645980834961,0.900506854057312,0.9683901071548462,0.9683107733726501,74
unet_depth5_s9_resnet18_d5_b8_lr2,0.4071914553642273,0.39757221937179565,0.8775286674499512,0.8816596269607544,0.7817827463150024,0.7883642315864563,0.8960531949996948,0.8950421810150146,0.9644162654876709,0.9650181531906128,75
unet_depth5_s11_resnet18_d5_b8_lr0,0.3592360317707062,0.3484295904636383,0.8908699154853821,0.8959500193595886,0.8032150268554688,0.8115121722221375,0.9076835513114929,0.9078021049499512,0.9720274806022644,0.9728388786315918,47
unet_depth5_s13_resnet50_d5_b64_lr0,0.3777332603931427,0.3682764172554016,0.8854764699935913,0.8902513384819031,0.7944888472557068,0.8022098541259766,0.9030727744102478,0.9027926325798035,0.9692991971969604,0.969736635684967,90
unet_depth5_s15_resnet18_d5_b16_lr0,0.3761852979660034,0.36008983850479126,0.8870517611503601,0.8935567140579224,0.7970287799835205,0.8075937628746033,0.905259370803833,0.9060078263282776,0.970744788646698,0.9714592099189758,43
unet_depth5_s16_resnet50_d5_b8_lr0,0.35588186979293823,0.34746265411376953,0.8915123343467712,0.8958640694618225,0.8042600750923157,0.8113712072372437,0.9077863693237305,0.9075559377670288,0.9723316431045532,0.9730793237686157,81
unet_depth5_s18_resnet18_d5_b16_lr0,0.37179914116859436,0.3563214838504791,0.8885723948478699,0.8949628472328186,0.7994874119758606,0.8098938465118408,0.9066505432128906,0.9073455333709717,0.9716583490371704,0.9722604751586914,62
unet_depth5_s21_resnet18_d5_b8_lr0,0.36396971344947815,0.3483375608921051,0.8907732963562012,0.8966858983039856,0.8030579686164856,0.8127204179763794,0.9079813957214355,0.90865558385849,0.9720743894577026,0.9730333089828491,64
unet_depth5_s23_resnet50_d5_b64_lr2,0.5742306113243103,0.5682461857795715,0.8486484289169312,0.853327214717865,0.7370888590812683,0.7441767454147339,0.8710502982139587,0.869019627571106,0.9481689929962158,0.9467266201972961,174
unet_depth5_s27_resnet18_d5_b8_lr0,0.355764776468277,0.34454232454299927,0.8922315239906311,0.897602915763855,0.8054314255714417,0.8142282366752625,0.9089584350585938,0.9093436002731323,0.9726606607437134,0.9734338521957397,47
unet_depth5_s28_resnet18_d5_b8_lr0,0.36367931962013245,0.347679078578949,0.8905742764472961,0.897020697593689,0.8027344942092896,0.813270628452301,0.9080784320831299,0.909037709236145,0.9722670316696167,0.9731431007385254,62
unet_depth5_s31_resnet50_d5_b8_lr2,0.4257775843143463,0.4227687418460846,0.871739387512207,0.8749416470527649,0.77264004945755,0.7776855826377869,0.8909823894500732,0.8890182971954346,0.9617997407913208,0.9612637758255005,45
unet_depth5_s33_resnet34_d5_b16_lr1,0.3715062141418457,0.35816866159439087,0.8879798054695129,0.8934742212295532,0.7985284924507141,0.8074589967727661,0.9057083129882812,0.9058173894882202,0.9708780646324158,0.9715377688407898,86
unet_depth5_s35_resnet18_d5_b8_lr0,0.36216700077056885,0.3503168225288391,0.8906123042106628,0.8955547213554382,0.8027962446212769,0.8108637928962708,0.9077050089836121,0.9075868129730225,0.9719926118850708,0.9726018905639648,47
unet_depth5_s37_resnet18_d5_b8_lr0,0.3604506254196167,0.34950539469718933,0.8906217217445374,0.8958078622817993,0.8028115630149841,0.8112789988517761,0.9076929092407227,0.9077736139297485,0.9721255302429199,0.9727202653884888,46
unet_depth5_s38_resnet18_d5_b32_lr0,0.3658599853515625,0.35495561361312866,0.8890687227249146,0.894131064414978,0.8002914190292358,0.8085325360298157,0.906330943107605,0.9062906503677368,0.9712569713592529,0.9718514680862427,108
