model,test_loss,val_loss,test_dice,val_dice,test_jaccard,val_jaccard,test_bacc,val_bacc,test_auc,val_auc,epoch
unet_s219_resnet18_d4_b8_lr0,0.3543452322483063,0.34228789806365967,0.8924472332000732,0.8981395959854126,0.8057830333709717,0.8151119351387024,0.9092140793800354,0.9098637700080872,0.9729828238487244,0.9737745523452759,37
unet_s220_resnet18_d4_b8_lr0,0.36402639746665955,0.3448714017868042,0.8908191323280334,0.8982282876968384,0.8031324148178101,0.8152580261230469,0.9089145660400391,0.9104189872741699,0.9733211994171143,0.974255383014679,41
unet_s222_resnet18_d4_b8_lr0,0.363674134016037,0.3506917953491211,0.8899908065795898,0.8959122896194458,0.8017868399620056,0.8114503026008606,0.9075603485107422,0.9080755710601807,0.9721224308013916,0.9727814197540283,21
unet_s224_resnet18_d4_b8_lr0,0.3637443482875824,0.3451855182647705,0.8909252882003784,0.8980569839477539,0.8033050298690796,0.8149758577346802,0.9086720943450928,0.9101452827453613,0.9728047251701355,0.973914623260498,38
unet_s225_resnet18_d4_b8_lr0,0.35215771198272705,0.3422847390174866,0.8926963210105896,0.8977764248847961,0.806189239025116,0.8145139217376709,0.9090613126754761,0.9093634486198425,0.9730188846588135,0.973850429058075,32
unet_s227_resnet18_d4_b8_lr0,0.36030736565589905,0.3471118211746216,0.891072154045105,0.8968244194984436,0.8035438060760498,0.8129480481147766,0.9084001779556274,0.908820629119873,0.9724417924880981,0.9732481837272644,32
unet_s228_resnet18_d4_b8_lr0,0.35393384099006653,0.34387701749801636,0.8921816349029541,0.896731972694397,0.8053500652313232,0.8127961158752441,0.9085237979888916,0.9084060788154602,0.972699761390686,0.9735720157623291,34
unet_s230_resnet18_d4_b16_lr0,0.37234336137771606,0.35580843687057495,0.8880569934844971,0.8945594429969788,0.7986533045768738,0.8092334866523743,0.9060722589492798,0.9069125652313232,0.9712044596672058,0.9720984101295471,33
unet_s231_resnet18_d4_b8_lr0,0.3539249002933502,0.3427011966705322,0.8925333619117737,0.8976629972457886,0.8059235215187073,0.8143272399902344,0.9091277122497559,0.9093990921974182,0.9729348421096802,0.9737069606781006,39
unet_s233_resnet34_d4_b8_lr0,0.3558505177497864,0.3437824845314026,0.8919450044631958,0.8974894285202026,0.8049646019935608,0.8140416145324707,0.9087917804718018,0.9092702269554138,0.9727858304977417,0.9735637903213501,37
unet_s235_resnet18_d4_b8_lr0,0.36135029792785645,0.34549278020858765,0.8910938501358032,0.8977274298667908,0.8035791516304016,0.8144332766532898,0.9087349772453308,0.9098012447357178,0.9727637767791748,0.973706066608429,33
unet_s237_resnet18_d4_b8_lr0,0.35543307662010193,0.3437438905239105,0.8920499086380005,0.897284984588623,0.8051354289054871,0.8137052655220032,0.9085893034934998,0.9089586138725281,0.972615122795105,0.9735289812088013,29
unet_s238_resnet18_d4_b8_lr0,0.3609120845794678,0.34481844305992126,0.8914870619773865,0.8977447152137756,0.8042188882827759,0.8144617080688477,0.9087925553321838,0.9096907377243042,0.9727420210838318,0.9736781716346741,38
unet_s240_resnet18_d4_b8_lr0,0.35819169878959656,0.34348034858703613,0.8919675946235657,0.8980100154876709,0.8050013780593872,0.8148985505104065,0.909016489982605,0.9098408222198486,0.9728459119796753,0.9737384915351868,30
unet_s242_resnet18_d4_b8_lr0,0.3632662296295166,0.34323588013648987,0.8909346461296082,0.8985641002655029,0.8033202290534973,0.8158115148544312,0.9090129733085632,0.9107042551040649,0.9734213352203369,0.9744759202003479,50
unet_s243_resnet18_d4_b8_lr0,0.3499792516231537,0.33861926198005676,0.8937816023826599,0.8985094428062439,0.8079612255096436,0.8157213926315308,0.9100391864776611,0.9100323915481567,0.9734939336776733,0.9743552207946777,41
unet_s245_resnet18_d4_b8_lr0,0.3577579855918884,0.34270530939102173,0.89217209815979,0.8980944156646729,0.8053345084190369,0.8150375485420227,0.9091742038726807,0.9099047183990479,0.9728299379348755,0.9738285541534424,35
unet_s247_resnet18_d4_b8_lr0,0.35364508628845215,0.34184035658836365,0.8928511738777161,0.897936999797821,0.8064418435096741,0.8147783279418945,0.9095308780670166,0.9096477031707764,0.9731404185295105,0.9738667607307434,36
unet_s248_resnet18_d4_b8_lr0,0.3531700372695923,0.34278446435928345,0.8925546407699585,0.8974153399467468,0.8059581518173218,0.8139196634292603,0.9089459776878357,0.9090548157691956,0.9729437828063965,0.9737038016319275,28
unet_s250_resnet18_d4_b8_lr0,0.36653196811676025,0.3500003516674042,0.8909583687782288,0.8968069553375244,0.803358793258667,0.8129193186759949,0.908156156539917,0.9087662100791931,0.9722722768783569,0.9731734991073608,38
unet_s252_resnet34_d4_b8_lr0,0.3573150336742401,0.34385791420936584,0.8918595910072327,0.8977753520011902,0.8048254251480103,0.8145120739936829,0.9089609384536743,0.9096354842185974,0.9728760719299316,0.9736295938491821,35
unet_s253_resnet18_d4_b8_lr0,0.3555365204811096,0.3435347080230713,0.8922688961029053,0.897291898727417,0.8054922819137573,0.8137166500091553,0.908730685710907,0.9089534282684326,0.9727163314819336,0.9736279845237732,38
unet_s255_resnet18_d4_b8_lr0,0.36017507314682007,0.34863027930259705,0.8907116651535034,0.8959414958953857,0.8029577732086182,0.81149822473526,0.9076901078224182,0.9078902006149292,0.9721424579620361,0.9728301763534546,22
unet_s256_resnet18_d4_b8_lr0,0.3609718084335327,0.3454517126083374,0.8911611437797546,0.8974385857582092,0.8036885857582092,0.813957929611206,0.9084101915359497,0.9093389511108398,0.9724735617637634,0.9734053611755371,24
