model,test_loss,val_loss,test_dice,val_dice,test_jaccard,val_jaccard,test_bacc,val_bacc,test_auc,val_auc,epoch
manet_s80_resnet50_d3_b64_lr0,0.3594285845756531,0.34872764348983765,0.8905404210090637,0.8955382108688354,0.8026794195175171,0.8108367323875427,0.9073624610900879,0.9074200391769409,0.9720213413238525,0.9728047847747803,75
manet_s83_resnet50_d3_b8_lr0,0.3483724296092987,0.33526283502578735,0.8943081498146057,0.9001177549362183,0.8088222742080688,0.8183764815330505,0.9106450080871582,0.9115861654281616,0.9738373160362244,0.9748384952545166,33
manet_s85_resnet50_d3_b8_lr0,0.34879642724990845,0.3350866436958313,0.8944186568260193,0.9001393914222717,0.8090029954910278,0.818412184715271,0.9107699394226074,0.9115821123123169,0.9738421440124512,0.9748761057853699,38
manet_s87_resnet50_d3_b8_lr0,0.35454753041267395,0.3361594080924988,0.8937292098999023,0.9003815650939941,0.8078756332397461,0.8188127279281616,0.910775899887085,0.9120293855667114,0.9739475250244141,0.9749888181686401,51
manet_s89_resnet50_d3_b32_lr0,0.3579903244972229,0.3453837037086487,0.8918316960334778,0.897443413734436,0.8047800064086914,0.8139658570289612,0.9088571071624756,0.9093137979507446,0.9725690484046936,0.9735531806945801,61
manet_s91_resnet50_d3_b8_lr2,0.3965648114681244,0.3925386369228363,0.8780069351196289,0.8814294338226318,0.7825422286987305,0.7879962921142578,0.8958368301391602,0.8947341442108154,0.9658719897270203,0.9659221768379211,16
manet_s93_resnet50_d3_b8_lr0,0.3476794362068176,0.33328843116760254,0.8945791721343994,0.9007487893104553,0.809265673160553,0.819420337677002,0.9111625552177429,0.9122276902198792,0.9741326570510864,0.9751605987548828,73
manet_s95_resnet50_d3_b8_lr0,0.34889644384384155,0.3351815342903137,0.8941285014152527,0.9000137448310852,0.8085283637046814,0.8182045221328735,0.9106110334396362,0.9114991426467896,0.9738101959228516,0.9748547077178955,37
manet_s97_resnet50_d3_b8_lr1,0.37150073051452637,0.35853394865989685,0.8878702521324158,0.8931888937950134,0.7983513474464417,0.8069930672645569,0.9055322408676147,0.9055460691452026,0.9707931280136108,0.9714843034744263,11
manet_s99_resnet34_d3_b8_lr0,0.35260313749313354,0.33955317735671997,0.892954409122467,0.8987993597984314,0.8066102862358093,0.8161994218826294,0.9096188545227051,0.9104516506195068,0.9732192754745483,0.9742194414138794,22
