model,val_loss,val_dice,val_jaccard,val_bacc,val_auc,epoch
unet_contrast_a0.9_b0_f3,0.3502379581332207,0.8916413336992264,0.8045331686735153,0.9088270962238312,0.973360612988472,19
unet_contrast_a0.9_b0_f4,0.3674747496843338,0.8889909833669662,0.8002650290727615,0.9048561006784439,0.9705955386161804,20
unet_contrast_a0.9_b10_f0,0.33946239203214645,0.8967899531126022,0.8129171133041382,0.9109779745340347,0.9746336787939072,24
unet_contrast_a0.9_b10_f1,0.3400028347969055,0.8983711302280426,0.8155211508274078,0.9110113680362701,0.9743261635303497,17
unet_contrast_a0.9_b10_f2,0.3437761813402176,0.8971910625696182,0.8135875016450882,0.9112157672643661,0.9742813557386398,22
unet_contrast_a0.9_b10_f3,0.35544927418231964,0.8910990208387375,0.8036580234766006,0.9089533239603043,0.9729885160923004,21
unet_contrast_a0.9_b10_f4,0.3736233487725258,0.8885875195264816,0.7996093928813934,0.9048142284154892,0.9703343957662582,20
unet_contrast_a0.9_b20_f0,0.3449791744351387,0.895889163017273,0.8114378750324249,0.910329133272171,0.9741240888834,24
unet_contrast_a0.9_b20_f1,0.3445609286427498,0.8984565436840057,0.8156689554452896,0.91136634349823,0.9743705838918686,26
unet_contrast_a0.9_b20_f2,0.3455156981945038,0.8966047465801239,0.8126255869865417,0.910392165184021,0.9737186580896378,15
unet_contrast_a0.9_b20_f3,0.3602508008480072,0.8890133947134018,0.8002738207578659,0.9061414301395416,0.9717175364494324,22
unet_contrast_a0.9_b20_f4,0.373124398291111,0.8888745158910751,0.8000732064247131,0.9051865041255951,0.9705377668142319,20
unet_contrast_a1.0_b-20_f0,0.34618768841028214,0.8949257880449295,0.8098617047071457,0.9096392691135406,0.9736413508653641,21
unet_contrast_a1.0_b-20_f1,0.33929431438446045,0.8982270807027817,0.8152869194746017,0.9108376801013947,0.9743517935276031,19
unet_contrast_a1.0_b-20_f2,0.3464791774749756,0.8970508724451065,0.8133566379547119,0.9110782146453857,0.9741864949464798,24
unet_contrast_a1.0_b-20_f3,0.35339031368494034,0.8907264918088913,0.803045928478241,0.9078914821147919,0.9729151576757431,13
unet_contrast_a1.0_b-20_f4,0.36064986139535904,0.8907290101051331,0.803070917725563,0.9062652140855789,0.971491813659668,42
unet_contrast_a1.0_b-10_f0,0.3486109972000122,0.894701361656189,0.8094936609268188,0.9094133824110031,0.9733996689319611,24
unet_contrast_a1.0_b-10_f1,0.3451373279094696,0.8975557684898376,0.8141864240169525,0.9105760902166367,0.9740020036697388,24
unet_contrast_a1.0_b-10_f2,0.34546711295843124,0.8973418772220612,0.8138352781534195,0.9114820510149002,0.9743006378412247,23
unet_contrast_a1.0_b-10_f3,0.3533468544483185,0.8901004195213318,0.8020325750112534,0.9070039242506027,0.9728555083274841,19
unet_contrast_a1.0_b-10_f4,0.36714909225702286,0.8890355825424194,0.8003277480602264,0.904996246099472,0.9706802368164062,20
unet_contrast_a1.0_b0_f0,0.34670478105545044,0.8949027210474014,0.8098217844963074,0.9095797389745712,0.9736055433750153,24
unet_contrast_a1.0_b0_f1,0.33960476517677307,0.8977634757757187,0.8145216107368469,0.9102187305688858,0.9743494540452957,16
unet_contrast_a1.0_b0_f2,0.3427428901195526,0.8971367180347443,0.8135016113519669,0.9107724875211716,0.9740777313709259,17
unet_contrast_a1.0_b0_f3,0.3554712161421776,0.890936404466629,0.8033882975578308,0.9083039462566376,0.9727978557348251,21
unet_contrast_a1.0_b0_f4,0.3681151866912842,0.8888018727302551,0.7999571561813354,0.9045359790325165,0.9705100059509277,20
unet_contrast_a1.0_b10_f0,0.34648188203573227,0.8953291475772858,0.8105203807353973,0.9101906269788742,0.9737948179244995,20
unet_contrast_a1.0_b10_f1,0.34350496530532837,0.8981891125440598,0.8152349889278412,0.911450520157814,0.9744036644697189,20
unet_contrast_a1.0_b10_f2,0.3435257598757744,0.8973423987627029,0.8138363808393478,0.9112297594547272,0.9742329865694046,24
unet_contrast_a1.0_b10_f3,0.3559579402208328,0.890590101480484,0.8028260916471481,0.9084906727075577,0.972749263048172,12
unet_contrast_a1.0_b10_f4,0.36886613070964813,0.8878770768642426,0.7984536439180374,0.9034184962511063,0.9702049791812897,22
unet_contrast_a1.0_b20_f0,0.3457614555954933,0.8949545472860336,0.8099077939987183,0.9095485806465149,0.9736791402101517,20
unet_contrast_a1.0_b20_f1,0.34234698861837387,0.8981681019067764,0.8151971697807312,0.9112704545259476,0.974316269159317,26
unet_contrast_a1.0_b20_f2,0.3412422314286232,0.8972656577825546,0.8137127459049225,0.910709410905838,0.9741711467504501,25
unet_contrast_a1.0_b20_f3,0.35735268145799637,0.8904999196529388,0.802682176232338,0.9084512889385223,0.9725727140903473,14
unet_contrast_a1.0_b20_f4,0.36758381873369217,0.8889971524477005,0.8002733588218689,0.9050939530134201,0.9705155491828918,20
unet_contrast_a1.1_b-20_f0,0.3466244116425514,0.8947672843933105,0.8096035271883011,0.9094521403312683,0.9735513031482697,20
unet_contrast_a1.1_b-20_f1,0.34052954614162445,0.89808090031147,0.8150499016046524,0.9108192175626755,0.9742037504911423,16
unet_contrast_a1.1_b-20_f2,0.3438139408826828,0.8965060710906982,0.8124608248472214,0.9100827276706696,0.9738157093524933,22
unet_contrast_a1.1_b-20_f3,0.3567488417029381,0.8901421278715134,0.8020972460508347,0.9077055007219315,0.9726264625787735,11
unet_contrast_a1.1_b-20_f4,0.3662150055170059,0.8890800774097443,0.800402045249939,0.9047193676233292,0.9706241488456726,20
unet_contrast_a1.1_b-10_f0,0.34376486390829086,0.8955382853746414,0.810864120721817,0.9100231379270554,0.9740317761898041,15
unet_contrast_a1.1_b-10_f1,0.3444354236125946,0.8976917266845703,0.81441430747509,0.9109386205673218,0.9741051197052002,17
unet_contrast_a1.1_b-10_f2,0.3405768722295761,0.897787481546402,0.8145701885223389,0.9113509505987167,0.974356010556221,26
unet_contrast_a1.1_b-10_f3,0.3497917801141739,0.891623854637146,0.8045025020837784,0.908557653427124,0.9734635800123215,21
unet_contrast_a1.1_b-10_f4,0.3677465617656708,0.8876741081476212,0.7981268167495728,0.9032626003026962,0.9702232331037521,13
unet_contrast_a1.1_b0_f0,0.34731893986463547,0.8950646221637726,0.8100887089967728,0.9099614024162292,0.9736551493406296,21
unet_contrast_a1.1_b0_f1,0.3377799540758133,0.8993817865848541,0.817197173833847,0.9121315330266953,0.974721223115921,22
unet_contrast_a1.1_b0_f2,0.341683104634285,0.8978375196456909,0.8146534413099289,0.9116684794425964,0.9744594097137451,24
unet_contrast_a1.1_b0_f3,0.35045015066862106,0.8921409398317337,0.8053494989871979,0.9097034782171249,0.9734734296798706,21
unet_contrast_a1.1_b0_f4,0.364581823348999,0.889361634850502,0.8008598983287811,0.9048530161380768,0.9708486795425415,20
unet_contrast_a1.1_b10_f0,0.34700941294431686,0.8957036882638931,0.8111405670642853,0.9109505712985992,0.974107414484024,21
unet_contrast_a1.1_b10_f1,0.3376709669828415,0.8985058814287186,0.815749004483223,0.9108625054359436,0.9746004194021225,22
unet_contrast_a1.1_b10_f2,0.34542427211999893,0.8968479186296463,0.8130248486995697,0.9109300225973129,0.9740807116031647,22
unet_contrast_a1.1_b10_f3,0.35499926656484604,0.891016811132431,0.8035314828157425,0.9090652912855148,0.9730239510536194,16
unet_contrast_a1.1_b10_f4,0.36564013361930847,0.8886050581932068,0.7996304482221603,0.9041969180107117,0.9705555588006973,20
unet_contrast_a1.1_b20_f0,0.3438635841012001,0.8956143260002136,0.8109868764877319,0.9100436717271805,0.9740127921104431,26
unet_contrast_a1.1_b20_f1,0.34348519146442413,0.8978335559368134,0.8146480917930603,0.9106916189193726,0.9740226417779922,24
unet_contrast_a1.1_b20_f2,0.3421955183148384,0.8967751860618591,0.812906339764595,0.9102087765932083,0.9740447849035263,25
unet_contrast_a1.1_b20_f3,0.354204460978508,0.8911368995904922,0.803718701004982,0.9090470969676971,0.9730977267026901,16
unet_contrast_a1.1_b20_f4,0.3705523610115051,0.8882710933685303,0.7990883439779282,0.9046095013618469,0.9703543037176132,20
unet_contrast_a1.2_b-20_f0,0.3443148210644722,0.8955411314964294,0.8108660578727722,0.9098937511444092,0.9740117192268372,19
unet_contrast_a1.2_b-20_f1,0.34307974576950073,0.8977522253990173,0.8145101815462112,0.9106956124305725,0.9739590138196945,14
unet_contrast_a1.2_b-20_f2,0.3360695391893387,0.8995541036128998,0.8174842000007629,0.913214698433876,0.9753176420927048,41
unet_contrast_a1.2_b-20_f3,0.350467287003994,0.8915654122829437,0.8044115900993347,0.9086080342531204,0.9732946753501892,19
unet_contrast_a1.2_b-20_f4,0.3687298819422722,0.8886304050683975,0.7996772527694702,0.9045235514640808,0.9703720062971115,22
unet_contrast_a1.2_b-10_f0,0.34403710067272186,0.8953499644994736,0.8105532675981522,0.909776121377945,0.9739463627338409,24
unet_contrast_a1.2_b-10_f1,0.3376171961426735,0.8988945633172989,0.8163839280605316,0.9113598614931107,0.9746924191713333,21
unet_contrast_a1.2_b-10_f2,0.33862221240997314,0.8980595916509628,0.8150164484977722,0.9114065021276474,0.9745776802301407,23
