epoch,train_loss,val_loss,val_dice,val_jaccard,val_bacc,val_auc
0,0.8045631978246901,5.9301042556762695,0.004812692757695913,0.0024121508467942476,0.5009753704071045,0.568895697593689
1,0.5006165769365098,0.6469494700431824,0.8160514831542969,0.6892626285552979,0.8302854895591736,0.9254558086395264
2,0.44803186588817173,0.519201397895813,0.8480375409126282,0.7361676692962646,0.8633518218994141,0.9462324380874634
3,0.42102664046817356,0.4554881453514099,0.8667835593223572,0.7648879289627075,0.8815078735351562,0.9560500979423523
4,0.4136650131808387,0.4176769256591797,0.8744419813156128,0.7768964171409607,0.8885575532913208,0.9616690874099731
5,0.3967534667915768,0.4001573324203491,0.8794347047805786,0.7848134636878967,0.8929774761199951,0.9648393392562866
6,0.3885567949877845,0.3929468095302582,0.8807045221328735,0.7868382930755615,0.8940359950065613,0.966477632522583
7,0.3800981210337745,0.3931630253791809,0.8789711594581604,0.7840753793716431,0.8924510478973389,0.9673081636428833
8,0.3756943080160353,0.38385146856307983,0.8833069801330566,0.7910025119781494,0.8963034749031067,0.9680708646774292
9,0.3741575280825297,0.3772939443588257,0.8845624923706055,0.7930184006690979,0.8973613381385803,0.9693346619606018
10,0.3696670134862264,0.3822050094604492,0.8817384243011475,0.788490355014801,0.894790768623352,0.9698039293289185
11,0.36396560735172695,0.36690258979797363,0.8888099193572998,0.7998720407485962,0.901220440864563,0.970309853553772
12,0.3633088403277927,0.3617333769798279,0.890673816204071,0.8028962016105652,0.9029208421707153,0.9709848165512085
13,0.363724238342709,0.36180579662323,0.8926053643226624,0.80604088306427,0.9050549268722534,0.9710774421691895
14,0.3595985737111833,0.3565518856048584,0.8938252329826355,0.8080325722694397,0.9060155749320984,0.9716435670852661
15,0.35501692692438763,0.3575437068939209,0.8921653032302856,0.8053235411643982,0.9042599201202393,0.97156822681427
16,0.3520647750960456,0.36817753314971924,0.8865348100662231,0.7961944341659546,0.898940920829773,0.9718632698059082
17,0.35297424263424343,0.3613676130771637,0.8892827033996582,0.8006381988525391,0.9013913869857788,0.9722902774810791
18,0.34866756200790405,0.3504514694213867,0.8947849869728088,0.809602677822113,0.9066282510757446,0.9726157188415527
19,0.3457126153839959,0.3483108878135681,0.8963008522987366,0.8120880126953125,0.9082165956497192,0.9729775786399841
20,0.34347456362512374,0.3470941483974457,0.8964888453483582,0.8123967051506042,0.9083741903305054,0.9731089472770691
21,0.3444571296374003,0.3484114408493042,0.8951386213302612,0.8101818561553955,0.9069429039955139,0.9729254841804504
22,0.34771188100179035,0.3638935983181,0.8872936367988586,0.7974193692207336,0.8995374441146851,0.9730887413024902
23,0.34423797329266864,0.34576690196990967,0.8963738083839417,0.812207818031311,0.9080810546875,0.9733595848083496
24,0.34229040145874023,0.34702324867248535,0.8954242467880249,0.8106499314308167,0.9070485830307007,0.9734452962875366
25,0.34195608231756425,0.358176052570343,0.8905351161956787,0.8026708364486694,0.9024947881698608,0.9728186130523682
26,0.3386881649494171,0.34246569871902466,0.8972555994987488,0.8136569261550903,0.908836841583252,0.9738056659698486
27,0.33795872661802506,0.3416818380355835,0.898110032081604,0.8150632381439209,0.9098409414291382,0.9738801121711731
28,0.3391706645488739,0.3427397608757019,0.8975036144256592,0.8140649199485779,0.9091217517852783,0.9737018346786499
29,0.3360535800457001,0.35127508640289307,0.8928978443145752,0.8065180778503418,0.9045535326004028,0.9738417267799377
30,0.3369098636839125,0.34047573804855347,0.8984113931655884,0.8155598044395447,0.910057544708252,0.9740496873855591
31,0.33745666013823616,0.3423197865486145,0.8974534273147583,0.8139823079109192,0.9090708494186401,0.9738014340400696
32,0.33479487895965576,0.34034258127212524,0.8987357020378113,0.8160945177078247,0.9104568362236023,0.9741517901420593
33,0.3332150975863139,0.3499138355255127,0.8935113549232483,0.8075197339057922,0.9051652550697327,0.9736903309822083
34,0.3344526489575704,0.34055519104003906,0.8983156681060791,0.8154020309448242,0.9099187254905701,0.9740320444107056
35,0.33233163754145306,0.34244656562805176,0.8975709080696106,0.8141756653785706,0.9092121124267578,0.9737571477890015
36,0.3322787914011214,0.3405529856681824,0.8971577286720276,0.813495934009552,0.9085956811904907,0.9743374586105347
